year;city_code;product_type;product;destinated_area
2017-01-01;ab984377b2dc0284;temporary;Others;1277.586357082328
2017-01-01;074590cfc1c41ebf;temporary;Others;24092.440932602385
2017-01-01;0307883b5d063703;temporary;Others;24092.440932602385
2017-01-01;062ce4c17e84291e;temporary;Others;24092.440932602385
2017-01-01;8910840651ee3971;temporary;Others;1277.586357082328
2017-01-01;4c4428f2e4550a5a;temporary;Others;1277.586357082328
2017-01-01;86d92d4b0a058014;temporary;Others;1277.586357082328
2017-01-01;13804a196311e1ba;temporary;Others;1277.586357082328
2017-01-01;f67358b81451a8d1;temporary;Others;1277.586357082328
2017-01-01;68f01d67ad163f32;temporary;Others;1277.586357082328
2017-01-01;71975b563db10671;temporary;Others;1277.586357082328
2017-01-01;df19203419d2ea64;temporary;Others;1277.586357082328
2017-01-01;773cbe24d8fc9fea;temporary;Others;1277.586357082328
2017-01-01;10973d6049af898b;temporary;Others;1277.586357082328
2017-01-01;cf96db4cc35ea025;temporary;Others;1277.586357082328
2017-01-01;4b530007d167bd54;temporary;Others;1277.586357082328
2017-01-01;a4d1e1ff1bc3b830;temporary;Others;1277.586357082328
2017-01-01;0dcbfaab30eb40c1;temporary;Others;24092.440932602385
2017-01-01;47564ef7b8c69829;temporary;Others;1277.586357082328
2017-01-01;1096f26c5a236d0b;temporary;Others;24092.440932602385
2017-01-01;8ef25b4985bc557a;temporary;Others;1277.586357082328
2017-01-01;9d8776ac0a78d908;temporary;Others;1277.586357082328
2017-01-01;07bba1a59af78f2d;temporary;Others;24092.440932602385
2017-01-01;ba23b66825fc1c91;temporary;Others;1277.586357082328
2017-01-01;9bd4f108a319de42;temporary;Others;1277.586357082328
2017-01-01;1d8a692643f9a15a;temporary;Others;1277.586357082328
2017-01-01;cb23149538de1c42;temporary;Others;1277.586357082328
2017-01-01;5e1e131ec84f4c87;temporary;Others;1277.586357082328
2017-01-01;ec84c1e86735dc9b;temporary;Others;1277.586357082328
2017-01-01;11645a57d3a1d507;temporary;Others;1277.586357082328
2017-01-01;85adcb13676b6172;temporary;Others;1277.586357082328
2017-01-01;5b3728d86ce29fd2;temporary;Others;1277.586357082328
2017-01-01;7f076b180f941ec8;temporary;Others;1277.586357082328
2017-01-01;2ad055c7757d499d;temporary;Others;1277.586357082328
2017-01-01;480b0f80325080af;temporary;Others;1277.586357082328
2017-01-01;f39d21744916469c;temporary;Others;1277.586357082328
2017-01-01;fa005e1ffef6032a;temporary;Others;1277.586357082328
2017-01-01;b4829f1e221d9778;temporary;Others;1277.586357082328
2017-01-01;93656feaf53efbef;temporary;Others;1277.586357082328
2017-01-01;588162e9cdf5d66d;temporary;Others;1277.586357082328
2017-01-01;de1994d393ef525a;temporary;Others;1277.586357082328
2017-01-01;a18af8fbae254d86;temporary;Others;1277.586357082328
2017-01-01;8ca7766621b0ffe9;temporary;Others;1277.586357082328
2017-01-01;5e7093a1cd2a8779;temporary;Others;1277.586357082328
2017-01-01;7b95e27ce402e6e5;temporary;Others;1277.586357082328
2017-01-01;351174f21316c2f0;temporary;Others;1277.586357082328
2017-01-01;df2cd1cbe849ebd0;temporary;Others;1277.586357082328
2017-01-01;617532f74ef8ed73;temporary;Others;1277.586357082328
2017-01-01;f8e70145d73bd728;temporary;Others;1277.586357082328
2017-01-01;40abcc3eff7bcf73;temporary;Others;1277.586357082328
2017-01-01;902f3a9003f7e637;temporary;Others;1277.586357082328
2017-01-01;d6f1f98b1745e004;temporary;Others;1277.586357082328
2017-01-01;351bc0cbcce79ec9;temporary;Others;1277.586357082328
2017-01-01;e635f6b0f8a98808;temporary;Others;1277.586357082328
2017-01-01;764cd56389d50070;temporary;Others;1277.586357082328
2017-01-01;a51be58f39d1d625;temporary;Others;1277.586357082328
2017-01-01;051e9cc7d7636816;temporary;Others;24092.440932602385
2017-01-01;66fdcb391ed58d3d;temporary;Others;1277.586357082328
2017-01-01;114487007645c940;temporary;Others;1277.586357082328
2017-01-01;5214b514b5b440be;temporary;Others;1277.586357082328
2017-01-01;41e0f8ccfe523e0d;temporary;Others;1277.586357082328
2017-01-01;3a5d0e5eb1691b38;temporary;Others;1277.586357082328
2017-01-01;a7187a1b5b870cf4;temporary;Others;1277.586357082328
2017-01-01;878bd5338ba55697;temporary;Others;1277.586357082328
2017-01-01;c118b149223ba711;temporary;Others;1277.586357082328
2017-01-01;c129d0cd5f1afd51;temporary;Others;1277.586357082328
2017-01-01;70a4c62beba3c168;temporary;Others;1277.586357082328
2017-01-01;20589298110cd872;temporary;Others;1277.586357082328
2017-01-01;7e56bd83460aabc7;temporary;Others;1277.586357082328
2017-01-01;c0019c9a4b4819f2;temporary;Others;1277.586357082328
2017-01-01;d6ffd6d7dfe22d57;temporary;Others;1277.586357082328
2017-01-01;3cf541a13002d37b;temporary;Others;1277.586357082328
2017-01-01;11b6622567f98f3b;temporary;Others;1277.586357082328
2017-01-01;77c880feff17c521;temporary;Others;1277.586357082328
2017-01-01;3fdbc27a4bed0deb;temporary;Others;1277.586357082328
2017-01-01;74d75dde6dc4a5ec;temporary;Others;1277.586357082328
2017-01-01;44d800c11a5f3bfa;temporary;Others;1277.586357082328
2017-01-01;b73e63cd3a2904c9;temporary;Others;1277.586357082328
2017-01-01;03e477d4ede00e89;temporary;Others;24092.440932602385
2017-01-01;855f882ce507aba5;temporary;Others;1277.586357082328
2017-01-01;ae345f007f327b22;temporary;Others;1277.586357082328
2017-01-01;f4612b8b5a8223b5;temporary;Others;1277.586357082328
2017-01-01;8e0eb10270d768f8;temporary;Others;1277.586357082328
2017-01-01;2a6b10e6e68be90e;temporary;Others;1277.586357082328
2017-01-01;18e37d24ff8517ef;temporary;Others;1277.586357082328
2017-01-01;6a7b8c3ab2bc6c38;temporary;Others;1277.586357082328
2017-01-01;7926ffd2861f8dbc;temporary;Others;1277.586357082328
2017-01-01;783dbed4df67af9f;temporary;Others;1277.586357082328
2017-01-01;b4bb04d2a6472ea0;temporary;Others;1277.586357082328
2017-01-01;d42d0e216f57b2ae;temporary;Others;1277.586357082328
2017-01-01;a1b03f0e4d79b4fe;temporary;Others;1277.586357082328
2017-01-01;6471ede39ca61b39;temporary;Others;1277.586357082328
2017-01-01;f3c2cc112eb0e6fe;temporary;Others;1277.586357082328
2017-01-01;9ce50fa197613de1;temporary;Others;1277.586357082328
2017-01-01;807c5037e6993f2c;temporary;Others;1277.586357082328
2017-01-01;782568ced6ad8838;temporary;Others;1277.586357082328
2017-01-01;51db62cb09adc2e8;temporary;Others;1277.586357082328
2017-01-01;bce36d2f8aa39d8b;temporary;Others;1277.586357082328
2017-01-01;3a8618990d23351f;temporary;Others;1277.586357082328
2017-01-01;20e241460ce4140d;temporary;Others;1277.586357082328
2017-01-01;857b720c7c979ae1;temporary;Others;1277.586357082328
2017-01-01;505ceb6546aa8435;temporary;Others;1277.586357082328
2017-01-01;abcadd700f8948e3;temporary;Others;1277.586357082328
2017-01-01;cdc89121a4b9478b;temporary;Others;1277.586357082328
2017-01-01;a454a6655aaaaaed;temporary;Others;1277.586357082328
2017-01-01;6f911ef231b0efa7;temporary;Others;1277.586357082328
2017-01-01;1bd7145ed1da044a;temporary;Others;1277.586357082328
2017-01-01;07ed828db19fe8ca;temporary;Others;24092.440932602385
2017-01-01;841ef18dcb3dbc3e;temporary;Others;1277.586357082328
2017-01-01;437130e27b6165ec;temporary;Others;1277.586357082328
2017-01-01;fda49275fbf5caf6;temporary;Others;1277.586357082328
2017-01-01;2631530645ac2ec8;temporary;Others;1277.586357082328
2017-01-01;0ea136556d12fc16;temporary;Others;24092.440932602385
2017-01-01;ba4547c678a9a2e6;temporary;Others;1277.586357082328
2017-01-01;50a2afbdc678a65f;temporary;Others;1277.586357082328
2017-01-01;d0f5f5b9fcecb0d8;temporary;Others;1277.586357082328
2017-01-01;56aa50429893f5ca;temporary;Others;1277.586357082328
2017-01-01;18fb5197aa553b9c;temporary;Others;1277.586357082328
2017-01-01;72b65b337fc5302a;temporary;Others;1277.586357082328
2017-01-01;a245de687a867003;temporary;Others;1277.586357082328
2017-01-01;9bc907eeb9e3fc52;temporary;Others;1277.586357082328
2017-01-01;fae378a53734da72;temporary;Others;1277.586357082328
2017-01-01;09791645137aa877;temporary;Others;24092.440932602385
2017-01-01;be4424aa54f8d2ae;temporary;Others;1277.586357082328
2017-01-01;60982e0f7928740a;temporary;Others;1277.586357082328
2017-01-01;07ce2e79e19977e9;temporary;Others;24092.440932602385
2017-01-01;205ccde9be499e17;temporary;Others;1277.586357082328
2017-01-01;cead2cbd1f8f0b86;temporary;Others;1277.5863570823353
2017-01-01;80e8ffb027590a74;temporary;Others;1277.5863570823353
2017-01-01;164c8953d3af2bbe;temporary;Others;1277.5863570778788
2017-01-01;f1fd357c5adaa8dc;temporary;Others;1277.586357082328
2017-01-01;8a4ab531676691da;temporary;Others;1277.586357082328
2017-01-01;be8a37473dc63db0;temporary;Others;1277.586357082328
2017-01-01;c45d8ddba643c0d7;temporary;Others;1277.586357082328
2017-01-01;ad622472210b0b57;temporary;Others;1277.586357082328
2017-01-01;b0e4b4b27117562a;temporary;Others;1277.586357082328
2017-01-01;64a227aa24370b17;temporary;Others;1277.586357082328
2016-01-01;960b4f2c94a2fb2c;temporary;Rice;1277.586357082328
2016-01-01;960b4f2c94a2fb2c;temporary;Beans;1277.586357082328
2016-01-01;960b4f2c94a2fb2c;temporary;Cassava;1277.586357082328
2016-01-01;960b4f2c94a2fb2c;temporary;Corn;1277.586357082328
2016-01-01;746cc42bfb8f6b62;temporary;Rice;1277.586357082328
2016-01-01;746cc42bfb8f6b62;temporary;Beans;1277.586357082328
2016-01-01;746cc42bfb8f6b62;temporary;Cassava;1277.586357082328
2016-01-01;746cc42bfb8f6b62;temporary;Corn;1277.586357082328
2016-01-01;6cce2bf873870afc;temporary;Rice;1277.586357082328
2016-01-01;6cce2bf873870afc;temporary;Beans;1277.586357082328
2016-01-01;6cce2bf873870afc;temporary;Cassava;1277.586357082328
2016-01-01;6cce2bf873870afc;temporary;Corn;1277.586357082328
2016-01-01;4de42e351006a2ae;temporary;Cassava;1277.586357082328
2016-01-01;5b6072f8f6d37acc;temporary;Rice;1277.586357082328
2016-01-01;5b6072f8f6d37acc;temporary;Beans;1277.586357082328
2016-01-01;5b6072f8f6d37acc;temporary;Cassava;1277.586357082328
2016-01-01;5b6072f8f6d37acc;temporary;Corn;1277.586357082328
2016-01-01;eac302b92f87d9ca;temporary;Rice;1277.586357082328
2016-01-01;eac302b92f87d9ca;temporary;Beans;1277.586357082328
2016-01-01;eac302b92f87d9ca;temporary;Cassava;1277.586357082328
2016-01-01;eac302b92f87d9ca;temporary;Corn;1277.586357082328
2016-01-01;ab984377b2dc0284;temporary;Beans;1277.586357082328
2016-01-01;ab984377b2dc0284;temporary;Cassava;1277.586357082328
2016-01-01;ab984377b2dc0284;temporary;Corn;1277.586357082328
2016-01-01;074590cfc1c41ebf;temporary;Rice;24092.440932602385
2016-01-01;074590cfc1c41ebf;temporary;Beans;24092.440932602385
2016-01-01;074590cfc1c41ebf;temporary;Cassava;24092.440932602385
2016-01-01;074590cfc1c41ebf;temporary;Corn;24092.440932602385
2016-01-01;074590cfc1c41ebf;temporary;Soy;24092.440932602385
2016-01-01;0307883b5d063703;temporary;Cassava;24092.440932602385
2016-01-01;8910840651ee3971;temporary;Rice;1277.586357082328
2016-01-01;8910840651ee3971;temporary;Beans;1277.586357082328
2016-01-01;8910840651ee3971;temporary;Cassava;1277.586357082328
2016-01-01;8910840651ee3971;temporary;Corn;1277.586357082328
2016-01-01;4c4428f2e4550a5a;temporary;Rice;1277.586357082328
2016-01-01;4c4428f2e4550a5a;temporary;Beans;1277.586357082328
2016-01-01;4c4428f2e4550a5a;temporary;Cassava;1277.586357082328
2016-01-01;4c4428f2e4550a5a;temporary;Corn;1277.586357082328
2016-01-01;86d92d4b0a058014;temporary;Rice;1277.586357082328
2016-01-01;86d92d4b0a058014;temporary;Beans;1277.586357082328
2016-01-01;86d92d4b0a058014;temporary;Cassava;1277.586357082328
2016-01-01;86d92d4b0a058014;temporary;Corn;1277.586357082328
2016-01-01;13804a196311e1ba;temporary;Rice;1277.586357082328
2016-01-01;13804a196311e1ba;temporary;Beans;1277.586357082328
2016-01-01;13804a196311e1ba;temporary;Cassava;1277.586357082328
2016-01-01;13804a196311e1ba;temporary;Corn;1277.586357082328
2016-01-01;f67358b81451a8d1;temporary;Cassava;1277.586357082328
2016-01-01;68f01d67ad163f32;temporary;Rice;1277.586357082328
2016-01-01;68f01d67ad163f32;temporary;Cassava;1277.586357082328
2016-01-01;68f01d67ad163f32;temporary;Corn;1277.586357082328
2016-01-01;71975b563db10671;temporary;Rice;1277.586357082328
2016-01-01;71975b563db10671;temporary;Beans;1277.586357082328
2016-01-01;71975b563db10671;temporary;Cassava;1277.586357082328
2016-01-01;71975b563db10671;temporary;Corn;1277.586357082328
2016-01-01;df19203419d2ea64;temporary;Rice;1277.586357082328
2016-01-01;df19203419d2ea64;temporary;Beans;1277.586357082328
2016-01-01;df19203419d2ea64;temporary;Cassava;1277.586357082328
2016-01-01;df19203419d2ea64;temporary;Corn;1277.586357082328
2016-01-01;10973d6049af898b;temporary;Rice;24092.440932602385
2016-01-01;10973d6049af898b;temporary;Beans;1277.586357082328
2016-01-01;10973d6049af898b;temporary;Cassava;1277.586357082328
2016-01-01;10973d6049af898b;temporary;Corn;1277.586357082328
2016-01-01;10973d6049af898b;temporary;Soy;24092.440932602385
2016-01-01;4b530007d167bd54;temporary;Rice;1277.586357082328
2016-01-01;4b530007d167bd54;temporary;Beans;1277.586357082328
2016-01-01;4b530007d167bd54;temporary;Cassava;1277.586357082328
2016-01-01;4b530007d167bd54;temporary;Corn;1277.586357082328
2016-01-01;a4d1e1ff1bc3b830;temporary;Cassava;1277.586357082328
2016-01-01;a4d1e1ff1bc3b830;temporary;Corn;1277.586357082328
2016-01-01;0dcbfaab30eb40c1;temporary;Rice;24092.440932602385
2016-01-01;0dcbfaab30eb40c1;temporary;Beans;1277.586357082328
2016-01-01;0dcbfaab30eb40c1;temporary;Cassava;1277.586357082328
2016-01-01;0dcbfaab30eb40c1;temporary;Corn;1277.586357082328
2016-01-01;47564ef7b8c69829;temporary;Rice;1277.586357082328
2016-01-01;47564ef7b8c69829;temporary;Beans;1277.586357082328
2016-01-01;47564ef7b8c69829;temporary;Cassava;1277.586357082328
2016-01-01;47564ef7b8c69829;temporary;Corn;1277.586357082328
2016-01-01;1096f26c5a236d0b;temporary;Beans;1277.586357082328
2016-01-01;1096f26c5a236d0b;temporary;Cassava;1277.586357082328
2016-01-01;1096f26c5a236d0b;temporary;Corn;1277.586357082328
2016-01-01;8ef25b4985bc557a;temporary;Rice;1277.586357082328
2016-01-01;8ef25b4985bc557a;temporary;Beans;1277.586357082328
2016-01-01;8ef25b4985bc557a;temporary;Cassava;1277.586357082328
2016-01-01;8ef25b4985bc557a;temporary;Corn;1277.586357082328
2016-01-01;9d8776ac0a78d908;temporary;Cassava;1277.586357082328
2016-01-01;07bba1a59af78f2d;temporary;Rice;24092.440932602385
2016-01-01;07bba1a59af78f2d;temporary;Beans;1277.586357082328
2016-01-01;07bba1a59af78f2d;temporary;Cassava;24092.440932602385
2016-01-01;07bba1a59af78f2d;temporary;Corn;24092.440932602385
2016-01-01;ba23b66825fc1c91;temporary;Rice;1277.586357082328
2016-01-01;ba23b66825fc1c91;temporary;Beans;1277.586357082328
2016-01-01;ba23b66825fc1c91;temporary;Cassava;1277.586357082328
2016-01-01;ba23b66825fc1c91;temporary;Corn;1277.586357082328
2016-01-01;9bd4f108a319de42;temporary;Rice;1277.586357082328
2016-01-01;9bd4f108a319de42;temporary;Cassava;1277.586357082328
2016-01-01;1d8a692643f9a15a;temporary;Rice;1277.586357082328
2016-01-01;1d8a692643f9a15a;temporary;Beans;1277.586357082328
2016-01-01;1d8a692643f9a15a;temporary;Cassava;1277.586357082328
2016-01-01;1d8a692643f9a15a;temporary;Corn;1277.586357082328
2016-01-01;cb23149538de1c42;temporary;Rice;1277.586357082328
2016-01-01;cb23149538de1c42;temporary;Beans;1277.586357082328
2016-01-01;cb23149538de1c42;temporary;Cassava;1277.586357082328
2016-01-01;cb23149538de1c42;temporary;Corn;1277.586357082328
2016-01-01;5e1e131ec84f4c87;temporary;Rice;1277.586357082328
2016-01-01;5e1e131ec84f4c87;temporary;Beans;1277.586357082328
2016-01-01;5e1e131ec84f4c87;temporary;Cassava;1277.586357082328
2016-01-01;5e1e131ec84f4c87;temporary;Corn;1277.586357082328
2016-01-01;ec84c1e86735dc9b;temporary;Rice;1277.586357082328
2016-01-01;ec84c1e86735dc9b;temporary;Beans;1277.586357082328
2016-01-01;ec84c1e86735dc9b;temporary;Cassava;1277.586357082328
2016-01-01;ec84c1e86735dc9b;temporary;Corn;1277.586357082328
2016-01-01;11645a57d3a1d507;temporary;Beans;1277.586357082328
2016-01-01;11645a57d3a1d507;temporary;Cassava;1277.586357082328
2016-01-01;11645a57d3a1d507;temporary;Corn;1277.586357082328
2016-01-01;85adcb13676b6172;temporary;Cassava;1277.586357082328
2016-01-01;5b3728d86ce29fd2;temporary;Beans;1277.586357082328
2016-01-01;5b3728d86ce29fd2;temporary;Cassava;1277.586357082328
2016-01-01;5b3728d86ce29fd2;temporary;Corn;1277.586357082328
2016-01-01;7f076b180f941ec8;temporary;Rice;1277.586357082328
2016-01-01;7f076b180f941ec8;temporary;Beans;1277.586357082328
2016-01-01;7f076b180f941ec8;temporary;Cassava;1277.586357082328
2016-01-01;7f076b180f941ec8;temporary;Corn;1277.586357082328
2016-01-01;7f076b180f941ec8;temporary;Soy;1277.586357082328
2016-01-01;2ad055c7757d499d;temporary;Rice;1277.586357082328
2016-01-01;2ad055c7757d499d;temporary;Beans;1277.586357082328
